dataset_id,model_name,model_label,config_hash,fold,area_bin,bin_left_km2,bin_right_km2,area_center_km2,n_samples,mean_sr,rmse,relative_rmse,relative_rmse_percent
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,4,48.04497735925719,89.44271909999146,65.74681759201896,3317,63.355441664154355,43.611350781972504,0.6883599835536656,68.83599835536656
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,5,89.44271909999146,166.51064148037437,122.59608048926917,3241,71.86701635297747,47.40799760175935,0.6596628051025972,65.96628051025972
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,6,166.51064148037437,309.98379750966797,226.96368420719458,3210,88.19470404984423,55.81473495890328,0.6328581240814523,63.285812408145226
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,7,309.98379750966797,577.0799623628864,424.35049762480696,3200,104.3821875,61.83063763696451,0.5923485521604394,59.23485521604393
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,8,577.0799623628864,1074.318353527377,789.0968946524519,3206,127.37991266375546,72.45041154874855,0.5687742284766341,56.87742284766341
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,9,1074.318353527377,2000.0000000000023,1462.4214555308486,3356,157.25923718712752,81.99608157196337,0.5214070921277186,52.14070921277187
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,10,2000.0000000000023,3723.2911332721424,2736.2669624512528,3238,188.90982087708463,91.52723356561795,0.48450225160697563,48.45022516069756
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,11,3723.2911332721424,6931.448431551469,5075.617841240097,3417,225.32543166520338,104.1656584891719,0.46228984326964473,46.22898432696447
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,12,6931.448431551469,12903.900242964326,9419.000503865536,3342,272.93955715140635,123.65929953191171,0.45306477676782786,45.306477676782784
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,13,12903.900242964326,24022.48867962863,17556.92512164604,3251,329.2949861581052,144.30491540247888,0.438223846302942,43.822384630294195
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,14,24022.48867962863,44721.359549995796,32892.786493320826,3258,394.24953959484344,167.0077124677461,0.4236091502842949,42.36091502842949
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,15,44721.359549995796,83255.32074018731,61065.28126109947,3153,448.98445924516335,193.86364924435668,0.4317825377971477,43.17825377971477
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,16,83255.32074018731,154991.89875483367,113351.7209094478,3314,545.627942063971,234.44749619354224,0.42968381587403187,42.96838158740319
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,17,154991.89875483367,288539.98118144256,211399.28879100023,3350,608.3140298507462,274.94125802767064,0.4519725742559797,45.19725742559797
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,18,288539.98118144256,537159.1767636873,393239.5511371539,3266,723.2480097979179,316.14695617100966,0.4371210869413163,43.71210869413163
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,1,19,537159.1767636873,999999.9999999991,733752.8405338472,3371,872.6309700385642,383.49331818967215,0.4394679209846568,43.94679209846568
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,0,3.9999999999999987,7.446582266544274,5.468739454135014,3778,46.81709899417681,33.02619499321578,0.705430189028236,70.54301890282359
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,1,7.446582266544274,13.862896863102918,10.146205040865391,3741,50.9585672280139,33.554336910327585,0.6584631149496186,65.84631149496187
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,2,13.862896863102918,25.807800485928613,18.952837814009353,3822,52.80429094714809,33.262863563988695,0.6299272836990001,62.99272836990001
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,3,25.807800485928613,48.04497735925719,35.064208202707945,3866,57.30832902224522,36.123738457914676,0.6303401106651116,63.03401106651116
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,4,48.04497735925719,89.44271909999146,65.60034664572935,3841,66.71726112991408,41.906524651868786,0.6281211779702257,62.81211779702257
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,5,89.44271909999146,166.51064148037437,121.87367136225669,3769,74.92438312549749,44.61631741147684,0.5954846146246545,59.548461462465454
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,6,166.51064148037437,309.98379750966797,226.6293154786688,3758,88.0915380521554,52.02266348079069,0.5905523348904431,59.05523348904431
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,7,309.98379750966797,577.0799623628864,422.70099854593616,3788,101.89730728616684,59.517362926260546,0.5840916164655156,58.40916164655156
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,8,577.0799623628864,1074.318353527377,786.8301831749283,3754,120.02184336707512,67.13627891803542,0.5593671704633434,55.936717046334344
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,9,1074.318353527377,2000.0000000000023,1466.8166601400997,3757,146.51104604737822,79.85773552625459,0.5450628992194245,54.506289921942454
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,10,2000.0000000000023,3723.2911332721424,2728.916896843157,3838,174.05940594059405,88.13634181754254,0.5063578227287712,50.635782272877115
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,11,3723.2911332721424,6931.448431551469,5062.777433643301,3718,205.97660032275417,96.40622664997798,0.4680445569978077,46.804455699780775
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,12,6931.448431551469,12903.900242964326,9420.977518526306,3777,251.6155679110405,111.1368023408854,0.4416928700539633,44.16928700539633
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,13,12903.900242964326,24022.48867962863,17671.42447573556,3792,304.0970464135021,131.8841677308037,0.4336910512161685,43.369105121616855
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,14,24022.48867962863,44721.359549995796,32737.029579398943,3842,354.45314940135347,151.8412196135323,0.42838163483659686,42.838163483659685
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,15,44721.359549995796,83255.32074018731,60975.27033211481,3732,413.2489281886388,180.02434440803268,0.43563172733954586,43.56317273395459
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,16,83255.32074018731,154991.89875483367,113464.28700321143,3882,486.2073673364245,214.1500090929535,0.4404499468326141,44.044994683261415
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,17,154991.89875483367,288539.98118144256,211644.5124589058,3863,576.6624385192855,249.84370697466187,0.43325815986245525,43.32581598624552
ceacce0,MuScaRi_Area,Area only,ac733d9bd2f6,2,18,288539.98118144256,537159.1767636873,394135.91276104667,3813,665.1051665355363,301.239164975977,0.45291959848259866,45.291959848259864
